Title,Features.Max Players,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.All PlayStyles.Leisure,Length.All PlayStyles.Median,Length.All PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Median,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Median,Length.Main Story.Rushed
Mass Effect,1,action/role-playing (rpG),Microsoft,91,1.57,17.95,X360,T,2007,28.06666667,113.2666667,25,16.33333333,44.78333333,121.4,40.83333333,28.53333333,29.73333333,60.93333333,28,18.76666667,17.38333333,69.96666667,16.5,11.53333333
Cooking Mama 2: Dinner with Friends,1,simulation,NA,70,1.56,17.95,Nintendo DS,E,2007,8.216666667,14.81666667,5.183333333,5.85,22.93333333,22.93333333,22.93333333,22.93333333,0,0,0,0,5.266666667,5.6,5.133333333,5.1
BioShock,1,action,2K,96,1.52,16.95,X360,T,2007,14.66666667,32.33333333,13.5,9.533333333,21.75,33.43333333,20,15.16666667,16.33333333,33.13333333,15,10.83333333,12.26666667,21.06666667,12,8.566666667
Super Paper Mario,1,action/role-playing (rpG),Nintendo,85,1.5,29.95,Nintendo Wii,E,2007,22.8,50.63333333,19.76666667,16.88333333,48.88333333,64.31666667,48.43333333,36.81666667,24.08333333,31.56666667,22.21666667,19.08333333,17.96666667,20.36666667,18,15.23333333
Game Party,4,action,Midway,25,1.49,14.95,Nintendo Wii,T,2007,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0
Ratchet & Clank: Size Matters,1,action,Sony,85,1.47,14.95,Sony PSP,E,2007,8.016666667,14.8,7.116666667,6.016666667,16.03333333,19.28333333,17,12.31666667,7.866666667,10.98333333,7.116666667,5.983333333,7.116666667,10.51666667,7,5.833333333
Dance Dance Revolution Hottest Party,4,action,Konami,73,1.45,17.95,Nintendo Wii,T,2007,8,8,8,8,0,0,0,0,0,0,0,0,8,8,8,8
Cooking Mama: Cook Off,2,simulation,NA,61,1.38,14.95,Nintendo Wii,M,2007,3.4,3.4,3.4,3.4,0,0,0,0,0,0,0,0,3.4,3.4,3.4,3.4
Gran Turismo 5: Prologue,2,racing/simulation,Sony,80,1.31,24.95,PlayStation 3,E,2007,13.93333333,21.23333333,11,9.233333333,0,0,0,0,27.5,28.75,27.5,26.25,10.55,12.31666667,10.71666667,8.316666667
Professor Layton and the Curious Village,1,adventure/Educational/strategy,Nintendo,85,1.26,23.95,Nintendo DS,E,2007,14.41666667,37.06666667,13.88333333,9.166666667,15.5,37.55,14.7,11.83333333,15.53333333,36.53333333,14.65,10.6,12.8,33.81666667,12.46666667,8.416666667
Resident Evil 4,1,action,Capcom,91,1.24,16.95,Nintendo Wii,T,2007,18.76666667,49.06666667,17.5,11.06666667,28.05,53.25,25,17.75,20.83333333,32.7,20,14.2,16.11666667,27.61666667,16,10.01666667
Transformers: Autobots,1,action/racing  ,Activision,67,1.17,17.95,Nintendo DS,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transformers: Decepticons,1,action/racing  ,Activision,66,1.17,17.95,Nintendo DS,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diddy Kong Racing DS,1,racing/sports,Nintendo,63,1.16,24.95,Nintendo DS,T,2007,14.65,19.9,12.5,9.366666667,23.81666667,25.03333333,23.81666667,22.61666667,0,0,0,0,10.05,11.76666667,11.03333333,7.85
Big Brain Academy: Wii Degree,8,action,Nintendo,68,1.1,19.95,Nintendo Wii,M,2007,20,20,20,20,0,0,0,0,20,20,20,20,0,0,0,0
Need for Speed: ProStreet,2,racing  ,EA,72,1.1,16.95,X360,T,2007,13.1,18.76666667,12,10.26666667,16.28333333,18.03333333,15.86666667,14.53333333,15.5,19.75,13.5,12.25,10.38333333,11.18333333,10,9.083333333
Deal or No Deal,1,strategy,NA,20,1.1,11.95,Nintendo DS,E,2007,0.983333333,2.483333333,0.116666667,0.316666667,4.416666667,4.416666667,4.416666667,4.416666667,0,0,0,0,0.116666667,0.166666667,0.1,0.083333333
Sonic and the Secret Rings,4,action,Sega,69,1.08,16.95,Nintendo Wii,E,2007,9.65,12.58333333,9.266666667,7.6,13.73333333,13.73333333,13.73333333,13.73333333,9.5,12.23333333,8,7.25,9.266666667,10.78333333,9.266666667,8.133333333
The Orange Box,1,action,NA,96,1.06,17.95,X360,E,2007,34.01666667,113.75,29,24.45,87.5,133.5,54.5,58,26.61666667,29.4,27,23.9,26.65,31.35,28.75,22.55
Crackdown,1,action/racing/role-playing (rpG),Microsoft,83,1.02,14.95,X360,M,2007,16.66666667,44.75,12.33333333,10.25,43.66666667,58.41666667,40,30.91666667,18.6,26.25,16.45,12.75,11.03333333,15.25,10,8.25
Tiger Woods PGA Tour 08,4,sports,EA,72,1,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWE Smackdown vs. Raw 2008,4,sports,THQ,71,0.96,12.95,X360,T,2007,25.31666667,42.1,13.1,11.95,45.03333333,56.38333333,50.5,26.23333333,30.9,35.68333333,30.9,26.11666667,9.65,12.4,10,7.4
MySims,1,simulation/strategy,EA,68,0.94,17.95,Nintendo Wii,T,2007,7.633333333,8.233333333,7.283333333,7.233333333,0,0,0,0,9,9,9,9,7.183333333,7.283333333,7.183333333,7.083333333
Mario Strikers Charged,4,action/sports,Nintendo,79,0.93,29.95,Nintendo Wii,E,2007,11.98333333,15.23333333,12,8.983333333,0,0,0,0,13.66666667,14.41666667,14,12.91666667,11.13333333,14.53333333,10,8.283333333
Star Wars Battlefront: Renegade Squadron,1,action,NA,73,0.93,16.95,Sony PSP,T,2007,4.083333333,7.2,2.716666667,2.816666667,0,0,0,0,4.116666667,5.05,4.116666667,3.183333333,4.066666667,7.183333333,2.716666667,2.933333333
Flash Focus: Vision Training in Minutes a Day,1,action,Nintendo,59,0.91,17.95,Nintendo DS,T,2007,6,6,6,6,0,0,0,0,0,0,0,0,6,6,6,6
Metroid Prime 3: Corruption,1,action,Nintendo,90,0.91,19.95,Nintendo Wii,T,2007,15.98333333,26.96666667,15.55,11.9,18.86666667,28.43333333,18.5,13.35,16.2,19.96666667,16.7,13.3,13.9,17.1,14,11.11666667
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,1,action,Ubisoft,86,0.89,14.95,X360,T,2007,8.666666667,9.35,8.75,7.883333333,0,0,0,0,0,0,0,0,8.666666667,9.35,8.75,7.883333333
Ratchet & Clank Future: Tools of Destruction,1,action,Sony,89,0.86,22.95,PlayStation 3,E,2007,16.86666667,32.71666667,14,11.46666667,39.26666667,44.68333333,39.5,29.68333333,16.48333333,25.36666667,15,12.86666667,13.06666667,16.6,13.36666667,10.35
Rayman Raving Rabbids 2,4,action,Ubisoft,67,0.84,17.95,Nintendo Wii,T,2007,7.333333333,9.083333333,5,5.583333333,0,0,0,0,12,12,12,12,5,5,5,5
NBA 2K8 ,1,sports,2K,81,0.83,9.95,X360,M,2007,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4
Namco Museum DS,1,action,Namco,67,0.8,17.95,Nintendo DS,E,2007,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10
Drawn to Life,1,action,THQ,73,0.75,17.95,Nintendo DS,T,2007,13.71666667,14.11666667,14,13.31666667,12.8,12.8,12.8,12.8,14,14,14,14,14.36666667,14.36666667,14.36666667,14.36666667
EA Playground,4,action/racing/sports,EA,66,0.72,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major League Baseball 2K7,2,sports,2K,79,0.7,9.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: The Umbrella Chronicles,2,action,Capcom,75,0.69,19.95,Nintendo Wii,T,2007,11.7,25.16666667,9,7.15,22.36666667,30.58333333,20,16.53333333,14.88333333,22.56666667,12.61666667,10.28333333,7.55,10.73333333,7.25,5.666666667
NCAA Football 08,2,sports,EA,81,0.68,9.95,X360,E,2007,12,12,12,12,0,0,0,0,0,0,0,0,12,12,12,12
Spectrobes,1,action/strategy,NA,63,0.68,14.95,Nintendo DS,E,2007,22.01666667,26.01666667,22.06666667,18.01666667,26.03333333,28.01666667,26.03333333,24.05,14,14,14,14,0,0,0,0
The Sims 2: Castaway,1,simulation,EA,66,0.66,16.95,Nintendo DS,M,2007,8,8,8,8,0,0,0,0,8,8,8,8,0,0,0,0
NBA Live 08,4,sports,EA,73,0.6,9.95,PlayStation 3,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Simpsons Game,1,action,EA,69,0.6,17.95,Nintendo DS,M,2007,1.033333333,2.4,1,0.716666667,1.483333333,2.516666667,1,0.9,0,0,0,0,0.933333333,1.45,0.866666667,0.65
Ace Combat 6: Fires of Liberation,1,action/simulation,Namco,80,0.58,19.95,X360,E,2007,13.45,17.3,13.75,9.116666667,0,0,0,0,19.7,20.35,19.7,19.06666667,12.41666667,14.41666667,13.25,8.733333333
Heavenly Sword,1,action,Sony,79,0.57,24.95,PlayStation 3,E,2007,7.133333333,11.03333333,7,6.016666667,15,15,15,15,7.583333333,8.333333333,7.733333333,7.066666667,6.966666667,8.483333333,7,5.983333333
Ninja Gaiden Sigma,1,action,NA,88,0.57,19.95,PlayStation 3,E,2007,14.93333333,19.86666667,14.53333333,11.33333333,16,16,16,16,15.78333333,19.43333333,16,12.2,14.58333333,19.68333333,14.15,11.15
Ben 10: Protector of the Earth,1,action,NA,63,0.57,16.95,Nintendo Wii,T,2007,5.083333333,6.45,4.55,3.4,5.466666667,6.483333333,4.333333333,4.45,5.066666667,6.316666667,4.216666667,3.816666667,4.816666667,5.983333333,5.133333333,3.483333333
CrossworDS,1,Educational/strategy,NA,67,0.53,17.95,Nintendo DS,T,2007,17.2,17.2,17.2,17.2,0,0,0,0,17.2,17.2,17.2,17.2,0,0,0,0
Sonic Rush Adventure,1,action/sports,Sega,78,0.52,24.95,Nintendo DS,T,2007,9.2,12.05,9,6.9,11.75,13.18333333,11,10.68333333,8,8,8,8,6.233333333,7.05,6,5.416666667
Tony Hawk's Proving Ground,2,sports,Activision,72,0.51,16.95,X360,T,2007,8.133333333,8.133333333,8.133333333,8.133333333,0,0,0,0,0,0,0,0,8.133333333,8.133333333,8.133333333,8.133333333
Call of Duty: Roads to Victory,1,action,Activision,64,0.51,24.95,Sony PSP,E,2007,5.75,7,6.25,4.583333333,7.25,7.366666667,7.25,7.133333333,6.25,6.25,6.25,6.25,5.316666667,6.55,4.916666667,4.133333333
Transformers: The Game,1,action,Activision,52,0.51,14.95,X360,M,2007,7.233333333,12.31666667,5.5,4.533333333,18.28333333,18.28333333,18.28333333,18.28333333,17.35,17.35,17.35,17.35,5.316666667,6.066666667,5,3.916666667
NBA 2K8,7,sports,2K,81,0.5,9.95,PlayStation 3,M,2007,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4
Medal of Honor: Heroes 2,1,action,EA,69,0.5,17.95,Sony PSP,E,2007,4.966666667,5.483333333,5,4.383333333,0,0,0,0,5,5,5,5,4.95,5.483333333,5,4.366666667
NBA LIVE 08 ,1,sports,EA,73,0.49,9.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dance Dance Revolution Universe 2,4,action,Konami,65,0.48,19.95,X360,T,2007,8,8,8,8,0,0,0,0,0,0,0,0,8,8,8,8
MX vs. ATV Untamed,2,racing  ,THQ,70,0.48,17.95,X360,T,2007,12,12,12,12,0,0,0,0,0,0,0,0,12,12,12,12
Final Fantasy IV,1,role-playing (rpG),SquareEnix,85,0.48,17.95,Nintendo DS,T,2007,38.33333333,61.35,35.38333333,24.83333333,55.65,68.25,52,42.7,40.03333333,62.73333333,39.21666667,29.96666667,31.55,50.06666667,31.08333333,22.06666667
NBA Street Homecourt,4,sports,EA,80,0.47,7.95,X360,T,2007,18.31666667,26.5,7.716666667,10.11666667,7.716666667,7.716666667,7.716666667,7.716666667,23.61666667,31.8,23.61666667,15.41666667,0,0,0,0
Winter Sports: The Ultimate Challenge,1,racing/sports,NA,52,0.47,16.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crash of the Titans,1,action,NA,73,0.46,17.95,Nintendo DS,T,2007,7.75,9.05,8,5.716666667,9.216666667,9.733333333,9.216666667,8.7,10.1,10.1,10.1,10.1,7.433333333,8.733333333,7.5,5.5
Sonic Rivals 2,1,action,Sega,60,0.46,22.95,Sony PSP,M,2007,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0
Boogie,2,action,EA,57,0.45,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medal of Honor: Airborne,2,action,EA,73,0.45,17.95,X360,E,2007,6.383333333,9.1,6,4.233333333,11,11.43333333,10.75,10.55,7.666666667,9.466666667,8.2,6.45,5.8,7.616666667,6,4.083333333
Lost Odyssey,1,role-playing (rpG),Microsoft,78,0.45,19.95,X360,T,2007,69.95,123.3333333,65.38333333,49.08333333,108.6666667,141.1333333,97.9,89.38333333,70.53333333,90.13333333,70,56.46666667,50.11666667,62.51666667,50,40.26666667
Bee Movie Game,1,adventure,Activision,58,0.44,17.95,Nintendo DS,E,2007,5.766666667,6.266666667,5.633333333,5.35,6,6,6,6,5.266666667,5.266666667,5.266666667,5.266666667,5.916666667,6.366666667,5.916666667,5.45
Final Fantasy Tactics,1,role-playing (rpG)/strategy,SquareEnix,88,0.44,17.95,Sony PSP,M,2007,58.16666667,102.0333333,50,33.75,87.48333333,112.8666667,84,67.86666667,65.06666667,105.3166667,56.2,43.33333333,38.48333333,64.11666667,38,25.81666667
Endless Ocean,1,simulation,Nintendo,72,0.44,24.95,Nintendo Wii,E,2007,10.96666667,11.73333333,10.96666667,10.2,0,0,0,0,10.96666667,11.73333333,10.96666667,10.2,0,0,0,0
SingStar,6,simulation,Sony,82,0.43,14.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,1,action,THQ,62,0.43,19.95,Nintendo Wii,T,2007,13.2,19.8,12.5,7.666666667,15,15,15,15,26.75,26.75,26.75,26.75,7.5,9.366666667,10,5.616666667
Two Worlds,1,action/role-playing (rpG),NA,50,0.43,14.95,X360,M,2007,32.7,62.56666667,27.58333333,20.06666667,68.5,79.61666667,60,52.11666667,29.31666667,50.25,27.71666667,19.31666667,19.2,27.23333333,15.75,13.73333333
Sonic the Hedgehog,2,action,Sega,46,0.41,14.95,X360,T,2007,3.533333333,7.533333333,3.133333333,2.416666667,8.866666667,10.3,8.866666667,7.433333333,4.133333333,6.033333333,4,3.2,2.816666667,3.416666667,2.866666667,2.166666667
Mega Man Star Force: Dragon,1,action/role-playing (rpG),Capcom,60,0.41,27.95,Nintendo DS,T,2007,20.81666667,27.65,20,17.35,31.95,33.41666667,31.95,30.46666667,24.11666667,26.18333333,25,22.26666667,16.95,18.83333333,16.61666667,15.55
Harry Potter and the Order of the Phoenix,1,action,EA,69,0.4,24.95,Nintendo Wii,T,2007,12.38333333,15.65,12.25,8.816666667,15.2,17.05,15,14.05,10,10,10,10,10.53333333,14.13333333,10,7.8
Nicktoons: Attack of the Toybots,1,action,THQ,60,0.4,14.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiRT,1,racing/simulation/sports,NA,83,0.39,17.95,X360,E,2007,16.03333333,35.25,13,10.75,39,47.25,38,30.75,15.08333333,20.26666667,14,11.63333333,12.9,17.45,12.88333333,9.95
Kane & Lynch: Dead Men,2,action,Eidos,65,0.38,14.95,X360,E,2007,5.933333333,11.81666667,6,4.483333333,9.55,11.63333333,9,7.75,6.633333333,10.73333333,6.333333333,4.783333333,5.6,11.73333333,6,4.4
Jam Sessions,1,Educational/simulation,Ubisoft,72,0.38,8.95,Nintendo DS,T,2007,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25
Monster Hunter Freedom 2,1,action/strategy,Capcom,72,0.38,12.95,Sony PSP,T,2007,136.0166667,277.5666667,68,70,453.1333333,453.1333333,453.1333333,453.1333333,63,68.25,68,57.75,38,38,38,38
Shadowrun,1,action,Microsoft,66,0.38,12.95,X360,E,2007,28.85,49.2,27,18.86666667,42.53333333,55.25,37.5,34.5,29.2,45.25,27.35,22.63333333,21.45,28.35,20,15.26666667
Thrillville: Off the Rails,4,simulation/strategy,NA,70,0.37,16.95,Nintendo Wii,E,2007,12.15,21.43333333,9.633333333,7.733333333,10.75,11.3,10.75,10.18333333,32,32,32,32,7.883333333,9.083333333,8.5,6.383333333
My Word Coach,1,Educational,Ubisoft,71,0.37,15.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The World Ends With You,1,action/adventure/role-playing (rpG),SquareEnix,88,0.37,17.95,Nintendo DS,M,2007,48.66666667,195.55,30,26.11666667,142.3666667,242.8333333,125.4333333,90.95,54.8,119.4833333,50,34.93333333,25.36666667,45.33333333,25,19.03333333
The BIGS,4,action/simulation/sports,2K,66,0.36,17.95,Nintendo Wii,M,2007,16.81666667,30.06666667,10.13333333,6.916666667,46.68333333,46.68333333,46.68333333,46.68333333,0,0,0,0,6.866666667,11.7,0.533333333,2.033333333
Final Fantasy Tactics A2: Grimoire of the Rift,1,role-playing (rpG)/strategy,SquareEnix,80,0.36,17.95,Nintendo DS,E,2007,79.46666667,129.95,75,48.2,117.1666667,148.1833333,110.25,81.85,81.4,102.95,80,55.33333333,46.36666667,52.08333333,50,33.68333333
Beowulf: The Game,1,action,Ubisoft,51,0.36,12.95,X360,E,2007,10.85,14.23333333,8.083333333,7.816666667,0,0,0,0,8.083333333,8.083333333,8.083333333,8.083333333,11.53333333,15,10.5,8.6
The Darkness,1,action,2K,82,0.36,14.95,X360,M,2007,10.9,17.06666667,10,7.966666667,17.73333333,21.28333333,20,14.43333333,11.7,15.38333333,11.11666667,9.2,9.433333333,11.18333333,9.5,7.466666667
Final Fantasy,1,role-playing (rpG),SquareEnix,67,0.35,17.95,Sony PSP,T,2007,22.4,41.1,20,13.9,34.81666667,46.95,33,25.45,25.01666667,42.5,23,17.25,17.71666667,35.55,16.95,11.96666667
Lair,1,action,Sony,53,0.35,19.95,PlayStation 3,E,2007,9.283333333,11.31666667,10,7.566666667,0,0,0,0,11,11.5,11,10.5,8.866666667,10.95,8.966666667,7.2
Command & Conquer 3: Tiberium Wars,1,strategy,EA,82,0.35,24.95,X360,T,2007,26.3,35.31666667,25,18.33333333,38.25,41.43333333,37.5,35.43333333,27.48333333,34.36666667,26,21.15,23.83333333,29.4,24,17.46666667
Overlord,1,action/strategy,NA,76,0.35,17.95,X360,M,2007,22.1,30.51666667,20,14.3,29.28333333,34.91666667,30.41666667,21.76666667,22.76666667,30.4,20.85,17.23333333,18.1,24.1,18.3,12.86666667
Diner Dash,1,action,NA,64,0.34,17.95,Nintendo DS,T,2007,5.133333333,5.65,5,4.333333333,6,6,6,6,5.416666667,5.716666667,5,5.1,4.3,4.65,4.3,3.95
Time Crisis 4,2,action,Namco,60,0.33,24.95,PlayStation 3,M,2007,1.216666667,1.55,1,0.783333333,0,0,0,0,0,0,0,0,1.216666667,1.55,1,0.783333333
Dragon Ball Z: Budokai Tenkaichi 3,2,action,Atari,72,0.33,17.95,Nintendo Wii,E,2007,21.76666667,74.18333333,15,12.18333333,31.61666667,37.9,30,27.06666667,26.85,76.2,18,16.2,13.45,16.73333333,12,9.35
Final Fantasy XII: Revenant Wings,1,role-playing (rpG)/strategy,SquareEnix,81,0.33,19.95,Nintendo DS,T,2007,38.55,67.38333333,30.98333333,27.38333333,54.41666667,76.53333333,51.71666667,39.18333333,34.4,51.21666667,30.5,27.11666667,29.36666667,34.86666667,30.1,24.86666667
SOCOM: U.S. Navy SEALs - Tactical Strike,1,action/strategy,Sony,72,0.33,14.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unreal Tournament III,1,action,Midway,86,0.33,16.95,PlayStation 3,M,2007,14.06666667,24.13333333,12.51666667,8.883333333,22.51666667,23.58333333,23.5,20.96666667,18.7,26.25,16.31666667,13.75,11,19.36666667,10.5,7.616666667
Def Jam: Icon,2,action,EA,69,0.32,17.95,X360,M,2007,8,8.25,8,7.75,0,0,0,0,0,0,0,0,8,8.25,8,7.75
TimeShift,1,action,NA,70,0.32,12.95,X360,M,2007,8.5,11.85,8.916666667,6.35,9.066666667,9.516666667,9,8.516666667,10.2,12.55,10,8.716666667,8.216666667,10.65,8.4,6.15
SSX Blur,4,sports,EA,74,0.31,17.95,Nintendo Wii,E,2007,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10
Bleach: The Blade of Fate,1,action,Sega,83,0.31,17.95,Nintendo DS,E,2007,18.61666667,37.4,9,8.733333333,35.5,48.25,35.5,22.75,20,26,20,14,5.55,6.633333333,5,4.466666667
Final Fantasy II,1,role-playing (rpG),SquareEnix,63,0.31,17.95,Sony PSP,E,2007,29.93333333,64.48333333,28,21.08333333,45.45,72.38333333,44.13333333,31.65,33.08333333,45.86666667,30.43333333,25.11666667,25.26666667,41.78333333,25,19.16666667
The Eye of Judgment,2,strategy,Sony,75,0.3,12.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLB 07: The Show,2,sports,Sony,77,0.3,9.95,PlayStation 3,T,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Fighter 5,2,action,Sega,85,0.3,14.95,PlayStation 3,M,2007,3.333333333,5.7,1.5,1.366666667,1.25,1.366666667,1.25,1.116666667,8.333333333,8.583333333,8,8.083333333,1.166666667,1.583333333,1.166666667,0.75
NiGHTS: Journey of Dreams,2,action,Sega,69,0.3,14.95,Nintendo Wii,M,2007,6.683333333,7.083333333,6.616666667,6.316666667,0,0,0,0,7.25,7.25,7.25,7.25,6.5,6.883333333,6,6.116666667
Puzzle Quest: Challenge of the Warlords,1,role-playing (rpG)/strategy,NA,82,0.3,17.95,Nintendo DS,E,2007,41.16666667,59.78333333,40,27.78333333,54.56666667,62.63333333,56,47.63333333,40.95,59.85,40.5,27.85,37.01666667,47.5,35,29
SimCity DS,1,simulation,EA,69,0.29,14.95,Nintendo DS,T,2007,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,3
Wario: Master of Disguise,1,action,Nintendo,60,0.29,14.95,Nintendo DS,E,2007,10.28333333,12.43333333,9.5,8.533333333,0,0,0,0,15,15,15,15,8.716666667,9.416666667,9,8.016666667
No More Heroes,1,action/racing  ,Ubisoft,83,0.29,17.95,Nintendo Wii,M,2007,14.63333333,35.9,13,9.4,26.88333333,41.83333333,24.5,19.83333333,14.4,19.35,14,11.83333333,10.53333333,12.81666667,10,7.633333333
BlackSite: Area 51,1,action,Midway,62,0.29,17.95,X360,E,2007,5.816666667,7.9,5.8,4.683333333,6.8,7.4,6.8,6.216666667,5.866666667,6.216666667,6,5.466666667,5.733333333,7.816666667,5.533333333,4.583333333
Shrek the Third,2,action,Activision,56,0.28,14.95,X360,E,2007,5.116666667,5.966666667,4.75,4.466666667,5.5,5.5,5.5,5.5,7,7,7,7,4,4,4,4
Surf's Up,1,racing/sports,Ubisoft,56,0.28,14.95,Nintendo DS,T,2007,1.283333333,1.616666667,1.283333333,0.966666667,0,0,0,0,0,0,0,0,1.283333333,1.616666667,1.283333333,0.966666667
TMNT,1,action,Ubisoft,58,0.28,19.95,X360,E,2007,4.916666667,6.466666667,5,3.466666667,5.183333333,6.166666667,5,4.4,5.5,6.8,5.75,4.05,4.65,5.466666667,4.75,3.35
Spider-Man: Friend or Foe,2,action,Activision,60,0.27,17.95,X360,E,2007,11.11666667,17.51666667,9,7,17.15,20.88333333,16.4,12.96666667,6.9,8.416666667,6.816666667,5.4,8.35,10.58333333,8,6.833333333
Contra 4,1,action,Konami,83,0.27,17.95,Nintendo DS,T,2007,7.366666667,17.91666667,3.116666667,3.116666667,17.5,17.75,17.5,17.25,0,0,0,0,5.333333333,17.16666667,2.116666667,2.366666667
Phoenix Wright: Ace Attorney - Trials and Tribu...,1,adventure/simulation,Capcom,81,0.27,17.95,Nintendo DS,T,2007,22.08333333,34.76666667,21.03333333,15.76666667,23.78333333,35.68333333,23,16.68333333,24.66666667,24.85,24.66666667,24.46666667,20.41666667,26.66666667,20,15.5
Disney Pirates of the Caribbean: At World's End,1,action,Disney,66,0.27,14.95,Nintendo DS,T,2007,10.31666667,20.26666667,7,6.816666667,31.9,31.9,31.9,31.9,11.71666667,12.5,12.46666667,10.53333333,5.8,6.433333333,5.916666667,5.433333333
Dragon Ball Z: Shin Budokai - Another Road,1,action,Atari,65,0.27,16.95,Sony PSP,E,2007,8.616666667,9.233333333,8.35,8.233333333,9,9,9,9,0,0,0,0,8.533333333,9.133333333,8,8.133333333
The Golden Compass,1,action,Sega,41,0.27,9.95,X360,M,2007,8.566666667,12.13333333,7,6.383333333,0,0,0,0,16.5,16.5,16.5,16.5,6.583333333,7.1,6.983333333,5.883333333
Stuntman: Ignition,4,action/racing  ,THQ,75,0.26,14.95,X360,T,2007,8.2,11.13333333,6.333333333,5.8,13.1,14.51666667,15,11.68333333,6.333333333,6.416666667,6.333333333,6.25,6.016666667,7.816666667,5.266666667,5
Chicken Shoot,2,action,NA,27,0.26,12.95,Nintendo Wii,E,2007,0.616666667,0.683333333,0.616666667,0.55,0.5,0.5,0.5,0.5,0,0,0,0,0.75,0.75,0.75,0.75
DK: Jungle Climber,1,action/strategy,Nintendo,77,0.26,24.95,Nintendo DS,T,2007,6.433333333,7.6,6,5.25,0,0,0,0,9,9,9,9,5.15,5.566666667,5.15,4.716666667
Dragon Quest IV: Chapters of the Chosen,1,role-playing (rpG),SquareEnix,80,0.26,24.95,Nintendo DS,T,2007,31.56666667,53.76666667,30,23.06666667,42.03333333,54.23333333,40.05,35.51666667,33.46666667,54.76666667,32.11666667,24.06666667,27.56666667,38.31666667,26.65,22.5
300: March to Glory,1,action,Eidos,55,0.26,14.95,Sony PSP,E,2007,7.4,7.4,7.4,7.4,0,0,0,0,0,0,0,0,7.4,7.4,7.4,7.4
Fire Emblem: Radiant Dawn,1,role-playing (rpG)/strategy,Nintendo,78,0.26,34.95,Nintendo Wii,T,2007,50.18333333,99.5,47.83333333,30.83333333,55.51666667,62.61666667,55,49.61666667,63.76666667,105.65,58.83333333,47.15,43,55.75,42,27.58333333
Manhunt 2,1,action,Rockstar,62,0.26,19.95,Nintendo Wii,E,2007,10.38333333,17.15,9.5,6.816666667,21.18333333,22.78333333,21.18333333,19.58333333,12.33333333,14.08333333,14,10.08333333,8.9,12.86666667,8.566666667,6.216666667
NASCAR 08,1,racing/sports,EA,59,0.25,12.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtua Tennis 3,4,sports,Sega,80,0.24,19.95,PlayStation 3,E,2007,18.16666667,26.53333333,15.5,14.5,0,0,0,0,18.4,26.46666667,15,14.43333333,17,17,17,17
All-Pro Football 2K8,4,sports,2K,75,0.24,7.95,X360,T,2007,12,12,12,12,0,0,0,0,0,0,0,0,12,12,12,12
The Warriors,1,action,Rockstar,52,0.24,17.95,Sony PSP,T,2007,12.56666667,16.75,10.45,9,12.91666667,12.91666667,12.91666667,12.91666667,10.36666667,10.36666667,10.36666667,10.36666667,12.73333333,16.75,10.26666667,9
